Артикул,Имя атрибута 1,Значение(-я) аттрибута(-ов) 1,Видимость атрибута 1,Глобальный атрибут 1,Имя атрибута 2,Значение(-я) аттрибута(-ов) 2,Видимость атрибута 2,Глобальный атрибут 2,Имя атрибута 3,Значение(-я) аттрибута(-ов) 3,Видимость атрибута 3,Глобальный атрибут 3,Имя атрибута 4,Значение(-я) аттрибута(-ов) 4,Видимость атрибута 4,Глобальный атрибут 4,Имя атрибута 5,Значение(-я) аттрибута(-ов) 5,Видимость атрибута 5,Глобальный атрибут 5,Pillowcases,70*70,1,1
19437,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
19451,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
19444,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
19468,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10854,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10861,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10878,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10557,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
93925,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
75648,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10564,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
93963,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
93949,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10328,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
110311,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10342,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10335,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10359,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10366,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10441,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10458,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10465,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10434,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
19031,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77574,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77598,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77581,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
19017,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
18607,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
18614,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
18621,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78353,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
19055,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
18638,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
18645,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78960,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78922,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
74023,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
74528,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78939,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
19048,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77628,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77635,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
74320,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77642,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77666,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77659,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77604,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77611,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
18676,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
18669,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78946,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
18652,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78403,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78410,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
74382,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
73910,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
74054,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78458,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78465,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
18690,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
19024,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
19000,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
73897,Size,Полуторный,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78526,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78519,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
18683,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78472,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78489,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78243,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78267,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78250,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78397,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78380,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78281,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78304,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78274,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78298,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78359,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78342,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78366,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78311,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78328,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78335,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78106,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78168,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78199,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77529,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78069,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78090,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
73484,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77437,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77468,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78144,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
73439,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78151,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77451,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77482,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78052,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77505,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
73491,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78205,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
73613,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78083,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78137,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
73460,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
70223,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77499,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78229,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
73477,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
73514,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
73446,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
73538,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77543,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77475,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
73385,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
73576,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77536,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
73620,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77444,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78182,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
78212,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
75686,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
77512,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
73453,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
"35394_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,La Perle,1,1,,,,,,,,
"35400_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,La Perle,1,1,,,,,,,,
"35431_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,La Perle,1,1,,,,,,,,
"35424_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,La Perle,1,1,,,,,,,,
"35417_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,La Perle,1,1,,,,,,,,
"35448_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,La Perle,1,1,,,,,,,,
38697,Size,170*240,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38703,Size,170*240,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38680,Size,170*240,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38673,Size,170*240,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38772,Size,240*260,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38758,Size,240*260,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38789,Size,240*260,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38765,Size,240*260,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38734,Size,240*260,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38710,Size,240*260,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38741,Size,240*260,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38727,Size,240*260,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38833,Size,240*260,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38840,Size,240*260,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38819,Size,240*260,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38796,Size,240*260,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38826,Size,240*260,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38802,Size,240*260,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38857,Size,240*260,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38864,Size,240*260,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
35509,Size,240*255 + 2    50*70,1,1,Country,Турция,1,1,,,,,Brand,La Perle,1,1,,,,,,,,
35479,Size,240*255 + 2 50*70,1,1,Country,Турция,1,1,,,,,Brand,La Perle,1,1,,,,,,,,
38635,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,VICTORIA ,1,1,,,,,,,,
38642,Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,VICTORIA ,1,1,,,,,,,,
"38659_2,0",Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,VICTORIA ,1,1,,,,,,,,
"38666_2,0",Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,VICTORIA ,1,1,,,,,,,,
"39250_2,0",Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,VICTORIA ,1,1,,,,,,,,
"28440_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,VICTORIA,1,1,,,,,,,,
"33574_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand, VICTORIA  ,1,1,,,,,,,,
"33529_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand, VICTORIA  ,1,1,,,,,,,,
"33581_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand, VICTORIA  ,1,1,,,,,,,,
"28457_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,VICTORIA,1,1,,,,,,,,
"33567_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand, VICTORIA  ,1,1,,,,,,,,
"28464_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,VICTORIA,1,1,,,,,,,,
"33543_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand, VICTORIA  ,1,1,,,,,,,,
"28471_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,VICTORIA,1,1,,,,,,,,
"28488_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,VICTORIA,1,1,,,,,,,,
"33536_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand, VICTORIA  ,1,1,,,,,,,,
"33550_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand, VICTORIA  ,1,1,,,,,,,,
"35288_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,VICTORIA,1,1,,,,,,,,
"35264_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,VICTORIA,1,1,,,,,,,,
"35271_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,VICTORIA,1,1,,,,,,,,
"35240_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,VICTORIA,1,1,,,,,,,,
"35257_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,VICTORIA,1,1,,,,,,,,
38963,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38949,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38970,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38956,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38932,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38987,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39021,Size,70*130,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39007,Size,70*130,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39038,Size,70*130,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39014,Size,70*130,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
38994,Size,70*130,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39045,Size,70*130,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39106,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39113,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39120,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39144,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39076,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39090,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39069,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39083,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39137,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39052,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39205,Size,70*130,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39212,Size,70*130,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39229,Size,70*130,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39243,Size,70*130,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39175,Size,70*130,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39199,Size,70*130,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39168,Size,70*130,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39182,Size,70*130,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39236,Size,70*130,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
39151,Size,70*130,1,1,Country,Турция,1,1,,,,,Brand,Fiesta,1,1,,,,,,,,
51771,Size,50*70,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
47620,Size,50*70,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
47613,Size,50*70,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
47651,Size,50*70,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
301597,Size,50*70,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
51764,Size,50*70,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
47644,Size,50*70,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
301559,Size,50*70,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
47668,Size,50*70,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
27931,Size,50*70,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
301580,Size,50*70,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
311534,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
11343,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
33437,Size,100*150,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
33444,Size,100*150,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
26194,Size,100*150,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
300552,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
90036,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
300606,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
38000,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
300576,Size,30*50,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
300613,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
13996,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
300668,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
13972,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
13958,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
13989,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
300699,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
14023,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
300743,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
48636,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
14030,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
48643,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
307957,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
307988,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
307933,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
307971,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
307964,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
307940,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
307889,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
307919,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
307926,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
307902,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
307896,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
307872,Size,70*140,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
50330,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
47484,Size,50*90,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
