Артикул,Имя атрибута 1,Значение(-я) аттрибута(-ов) 1,Видимость атрибута 1,Глобальный атрибут 1,Имя атрибута 2,Значение(-я) аттрибута(-ов) 2,Видимость атрибута 2,Глобальный атрибут 2,Имя атрибута 3,Значение(-я) аттрибута(-ов) 3,Видимость атрибута 3,Глобальный атрибут 3,Имя атрибута 4,Значение(-я) аттрибута(-ов) 4,Видимость атрибута 4,Глобальный атрибут 4,Имя атрибута 5,Значение(-я) аттрибута(-ов) 5,Видимость атрибута 5,Глобальный атрибут 5,Pillowcases,70*70,1,1
"23090_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
"23083_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
"21775_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"21751_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
24127_сім.,Size,семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"21683_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
117808,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"48759_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
18799,Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
18768,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"114043_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"22201_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"111066_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"109322_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"117020_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"117037_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"21799_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"21782_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"09858_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"09841_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"116719_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"116856_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"116726_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"116863_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
26404,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"21836_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"21812_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"21829_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"21805_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"20822_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"118027_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
24141_сім.,Size,семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"20815_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"117853_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"116741_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"116801_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"116788_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"116795_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
106482,Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"110458_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"111882_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"28412_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"109889_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"20556_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"19673_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"19703_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
36151,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
18942_сім.,Size,семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"106734_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
18959_сім.,Size,семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"109902_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
106413,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"36122_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"36123_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"36121_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
106451,Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"22062_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
106468,Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
106406,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"38507_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"38504_2,0_p",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"38504_1,5_p",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
106352,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
106345,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"22123_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"22109_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
"22093_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
"109910_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"305571_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"22291_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"22284_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
41204,Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"22154_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
"22147_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
106437,Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
44511,Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"09926_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"09933_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
50151,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"111783_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"111783_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"109339_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"23137_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"23120_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"112445_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"111929_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"111912_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
24202_сім.,Size,семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
106420,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"54901_1,5",Size,полуторный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
29305,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
29313,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
29320,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
29337,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
29344,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
29351,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
29368,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
29375,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
29382,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
29399,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
103306,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
110380,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
110212,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
07901_s,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
05201_s,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
07801_s,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
28103,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
32111,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
112049,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
110182,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
112056,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
110199,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
113107,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
110342,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
40312,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
25094,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
25100,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
25117,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
21843,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
21850,Size,детский,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"28040_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"28996_2,0",Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"28989_2,0",Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"28965_2,0",Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"28958_2,0",Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"28972_2,0",Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"28941_2,0",Size,Евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"118188_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"118171_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"118140_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"118164_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
25148_сім.,Size,семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"118157_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"118133_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
18225,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
25162_сім.,Size,семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"48742_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
"118201_2,0",Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
30661,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
30678,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
30753,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
30760,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
30333,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
30340,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
30357,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
24592_сім.,Size,семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
25155_сім,Size,семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
22789,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
22772,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
110038,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
132,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
16078,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
24431_сім.,Size,семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
112087,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
24424_сім.,Size,семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
112247,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
06902_s,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
8112,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
8111,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
23151,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
23144,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
11511,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
23175,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
23168,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
110298,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
110304,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
21202,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
22758,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
22765,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
26144,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
26143,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
22802,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
22796,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
110267,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
110250,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
28132,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
28131,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
28513,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
28512,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
22819,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
22826,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
22833,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
23199,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
17730_сім.,Size,семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
32502,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
109605,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
109520,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
110175,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
14777_сім.,Size,семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
109988,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
109995,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
110021,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
22840,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
22857,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
24608_сім.,Size,семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
110144,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
11305_сім.,Size,семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
38192,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
22864,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
22871,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
24622_сім.,Size,семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
40141,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
24639_сім.,Size,Семейный,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
110168,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
6402,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
37302,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY ,1,1,,,,,,,,
109742,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
24974,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
113244,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
14449,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
118041,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
16382,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
14128,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
14418,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
107021,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
18065,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
8606,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
9931,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
34182,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
34199,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
34205,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
34212,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
34229,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
34236,Size,евро,1,1,Country,Турция,1,1,,,,,Brand,HOBBY,1,1,,,,,,,,
19901,Size,180*240,1,1,Country,Турция,1,1,,,,,Brand,LUOCA PATISCA ,1,1,,,,,,,,
19871,Size,180*240,1,1,Country,Турция,1,1,,,,,Brand,LUOCA PATISCA ,1,1,,,,,,,,
19895,Size,180*240,1,1,Country,Турция,1,1,,,,,Brand,LUOCA PATISCA ,1,1,,,,,,,,
19864,Size,180*240,1,1,Country,Турция,1,1,,,,,Brand,LUOCA PATISCA ,1,1,,,,,,,,
79202,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
79158,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
79172,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
79189,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
79126,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10625,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10618,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10656,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10601,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10847,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10649,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10595,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10663,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
10632,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
79066,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
79059,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
40172,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
40189,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
19307,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
19321,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
19314,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
79028,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
40028,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
79035,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
19284,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
19291,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
40011,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
40059,Size,Детский,1,1,Country,Турция,1,1,,,,,Brand,Luoca Patisca ,1,1,,,,,,,,
